Node1,Node2,Correlation,Score
pBRAF,pAKT1S1,0.944704071,19.14268425
pBRAF,pPTEN,0.94234775,18.86029222
pBRAF,pASAP2,0.907670615,18.43308497
pBRAF,pMAPK8,0.950360023,19.0464555
pBRAF,pSMAD1,0.890141047,18.156966
pBRAF,pSRC,0.94093374,19.06628545
pBRAF,pSTAT5A,0.783783361,15.76490574
pCREB1,pFADD,0.979509376,17.37894595
pEGFR,pFADD,0.984006855,16.34707533
pERBB3,pRPS6KB1,0.992183604,15.33766289
pMAPK3,pFADD,0.891209041,15.00262711
pFADD,pMAPK14,0.854688602,15.68196747
pFADD,pPKIA,0.935442996,15.27043546
pFADD,pAKT1S1,0.909175147,15.02921033
pFADD,pASAP2,0.914963365,15.42546437
pFADD,pSMAD1,0.937485718,16.23725316
pFADD,pSRC,0.913102162,15.26038536
pFADD,pSTAT3,0.940491849,15.59957432
pFADD,pSTAT5A,0.953857378,16.20160059
pIGF1R,pAKT1S1,0.891130989,15.55435306
